customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
690,Nicole Thornton,jennifer46@example.org,Luxembourg,2024-12-22,Standard,2603.23
691,Jacqueline Gallegos,javier42@example.org,Holy See (Vatican City State),2021-04-14,Standard,1603.56
692,Paula Gentry,zhunter@example.com,United Kingdom,2024-07-22,Basic,364.57
693,Cheryl Mclean,kimberly21@example.net,Philippines,2020-10-28,Standard,2558.44
694,Christine Johnson MD,cookpamela@example.org,Mali,2022-10-07,Standard,2897.51
695,Nichole Johnson,danielle35@example.org,Congo,2021-06-26,Basic,590.9
696,Joseph Mejia,nelsoneric@example.org,American Samoa,2021-08-22,Standard,927.59
697,Kristin Garcia,andrea42@example.net,Spain,2024-07-21,Basic,643.83
698,David Jones,amber02@example.org,Latvia,2023-01-21,Standard,2670.81
699,Amber Reyes,simmonsharold@example.net,Uganda,2023-04-30,Standard,1172.29
700,Sara Lyons,larry38@example.org,Uzbekistan,2022-03-30,Standard,835.01
701,Julie Anderson,tdavis@example.net,Norway,2023-05-10,Standard,1158.26
702,Julie Hall,douglashuang@example.com,United States Minor Outlying Islands,2020-08-31,Standard,2628.74
703,Clifford Stark,kristina57@example.com,Antarctica (the territory South of 60 deg S),2021-11-22,Premium,5100.75
704,Brian Mendoza,justinbailey@example.net,Brunei Darussalam,2022-02-04,Basic,591.31
705,Jennifer Klein,nguyendebra@example.com,Martinique,2020-10-17,Standard,843.23
706,Kevin Allen,amydickson@example.com,Bahrain,2021-01-28,Standard,2814.14
707,Robert Garza,vbradley@example.net,Puerto Rico,2022-05-29,Basic,331.7
708,Matthew Miller,mwilson@example.com,Greece,2020-05-29,Basic,461.4
709,Samantha Thompson,gjones@example.net,Suriname,2020-08-04,Standard,914.94
710,Sally Murphy,davislisa@example.net,United Kingdom,2021-02-24,Standard,743.35
711,Rhonda Sherman,shawncarter@example.net,Morocco,2020-04-04,Basic,718.8
712,Daniel Rich,ashley46@example.net,United States Virgin Islands,2021-09-22,Standard,1351.6
713,Brandon Smith,sabbott@example.org,Heard Island and McDonald Islands,2021-06-10,Basic,309.26
714,Tracy Smith,daniel40@example.org,Jersey,2022-02-02,Basic,771.29
715,Jennifer Flores,bsullivan@example.net,Croatia,2022-01-06,Basic,697.5
716,Karen Lopez,xbridges@example.com,Cape Verde,2020-08-02,Premium,5243.84
717,Shane Martinez,jonesalfred@example.net,Turks and Caicos Islands,2023-02-05,Standard,1014.16
718,Mr. William Miller,ydalton@example.net,Netherlands,2024-10-13,Premium,1701.68
719,Lisa Gibson,carnold@example.com,Guinea,2024-03-22,Standard,760.81
720,Jeff Smith,pbradford@example.net,Macao,2022-08-08,Basic,602.39
721,Timothy Johnston,goodashley@example.net,Heard Island and McDonald Islands,2020-12-23,Standard,2090.76
722,John Vaughn,jessicafox@example.com,Lao People's Democratic Republic,2023-04-15,Standard,661.12
723,Kelly Bishop,thomasharmon@example.net,Belarus,2023-03-10,Premium,5014.3
724,Kimberly Riley,bergeramanda@example.org,Latvia,2023-07-18,Basic,798.94
725,Taylor Berry,robert44@example.org,Argentina,2020-11-12,Premium,9060.97
726,Linda Torres,bryan79@example.org,Montserrat,2023-08-29,Premium,13073.21
727,William Lamb,mitchellchristopher@example.net,Belarus,2022-03-24,Standard,1702.97
728,Diana Anderson,joshua40@example.net,Bouvet Island (Bouvetoya),2022-12-12,Premium,3941.08
729,Susan Stevenson,lwood@example.com,Slovenia,2024-09-28,Standard,1186.47
730,Kari Lloyd,cooperchristopher@example.org,Nepal,2023-05-23,Standard,224.94
731,Brittany Crawford,ptownsend@example.net,Kazakhstan,2024-08-15,Standard,250.43
732,Carol Lane,brian41@example.org,Chad,2024-01-30,Premium,10248.35
733,John Alvarez,noahthornton@example.com,Estonia,2022-08-22,Premium,6772.26
734,Seth Smith,ureyes@example.net,Pitcairn Islands,2020-10-13,Standard,2591.37
735,Anne Schmidt,stephanie69@example.net,Togo,2022-09-28,Premium,10173.68
736,Devin Lang,destiny67@example.net,San Marino,2020-06-21,Standard,1876.59
737,Michael Townsend,erica25@example.net,Algeria,2024-07-15,Standard,600.93
738,Sandra Smith,foxgina@example.com,Cyprus,2024-05-03,Standard,2419.38
739,Darlene Johnson,brownbrooke@example.org,Zambia,2021-03-15,Standard,1343.07
740,Barbara Rosario,gatesdavid@example.net,Serbia,2022-04-02,Standard,1149.17
741,Kylie Coffey,dominguezjon@example.com,Panama,2020-06-21,Premium,8039.41
742,Margaret Livingston,kayla54@example.org,Slovakia (Slovak Republic),2021-12-05,Premium,2048.6
743,Richard Reyes,wendy44@example.org,Kazakhstan,2023-10-02,Basic,521.58
744,William Gonzalez,fwhite@example.org,Cambodia,2022-02-15,Premium,7723.79
745,Jessica Mendez,gainesjennifer@example.org,Antigua and Barbuda,2022-02-10,Standard,1152.85
746,Kenneth King,fsmith@example.org,Palau,2020-10-29,Standard,1384.59
747,Tasha Ortega,edward56@example.net,Afghanistan,2024-11-01,Standard,2712.22
748,Teresa Henry,upowell@example.org,Mauritius,2023-05-07,Standard,1696.09
749,James Norris,imartinez@example.com,Grenada,2021-08-09,Basic,61.75
750,Jennifer Chen,diazmelissa@example.com,Belgium,2023-05-20,Basic,763.57
751,Paige Roberts,gregorywilliams@example.com,Panama,2022-06-17,Standard,1127.45
752,Michael Mosley,tom73@example.org,Argentina,2021-07-29,Standard,746.24
753,Nathan Watkins,yprice@example.net,Norway,2020-11-30,Standard,2391.14
754,Joseph Flowers,blevy@example.org,Guadeloupe,2020-06-03,Standard,797.42
755,Richard Williams,lewisdesiree@example.net,Kuwait,2021-06-10,Standard,627.21
756,Sheila Herrera,sandyjohnson@example.org,Liechtenstein,2021-05-31,Standard,2927.17
757,Kaitlin Hardin,sanchezdeborah@example.org,China,2021-10-05,Standard,2796.71
758,Summer Hoover,bryantgeorge@example.net,Bahrain,2023-11-27,Basic,689.38
759,Ashley Crawford,bryanharris@example.com,Sudan,2022-08-01,Premium,7445.99
760,Nancy Morales,daughertybarbara@example.org,Gibraltar,2024-07-13,Standard,594.57
761,Rebecca Duran,matthewmartinez@example.org,Saudi Arabia,2023-11-09,Basic,233.96
762,Michael Tran,lsanchez@example.org,Burkina Faso,2021-08-20,Premium,10898.44
763,Ryan Salazar,alexistucker@example.org,Albania,2020-06-14,Premium,2559.61
764,Brandon Pearson,robert72@example.org,Cambodia,2020-02-16,Premium,10401.83
765,Kelly Jenkins,cheryljohnson@example.org,Saint Barthelemy,2022-07-28,Basic,38.63
766,Dr. Mark Patton MD,grantjames@example.net,Bhutan,2020-08-13,Premium,2083.62
767,Shari Hatfield,stevensims@example.org,Falkland Islands (Malvinas),2022-07-25,Premium,2520.22
768,Brian Hernandez,kjimenez@example.net,Uzbekistan,2023-06-15,Premium,2621.41
769,Matthew Mitchell,nking@example.com,Aruba,2021-09-18,Premium,11388.21
770,Anthony Medina,kristenwashington@example.org,Barbados,2021-02-24,Standard,681.02
771,Mikayla Watkins,robert53@example.org,Greece,2020-01-25,Standard,2727
772,David Gutierrez,nicholaswalker@example.com,Myanmar,2020-03-05,Standard,2641.32
773,Dr. Charles Reilly,xthompson@example.org,Kuwait,2022-08-25,Standard,869.49
774,Lynn Cantrell,matthewjohnson@example.net,Bahamas,2020-12-03,Basic,150.85
775,Brian Owens,vjackson@example.org,Turks and Caicos Islands,2020-11-30,Premium,4125.13
776,Christopher Norton,belindatran@example.org,Benin,2023-08-07,Basic,745.16
777,Joseph Atkins,brittanyhood@example.com,American Samoa,2022-10-11,Standard,1806.36
778,Nancy Wright,ryan39@example.org,United States Minor Outlying Islands,2024-02-21,Premium,629.6
779,Abigail Baird,esparzajessica@example.net,Antigua and Barbuda,2020-03-05,Basic,582.21
780,James Pacheco,chavezjohn@example.net,Sao Tome and Principe,2024-06-02,Basic,630.33
781,Nicholas Dodson,michaelallen@example.org,Andorra,2023-04-30,Standard,2154.82
782,Eric Warner,braysteven@example.org,Tunisia,2020-05-11,Basic,643.67
783,Cathy Savage,apadilla@example.net,Barbados,2024-06-17,Standard,1783.36
784,Michael Schmidt,ronald49@example.net,Morocco,2024-10-13,Standard,1573.32
785,Rachel Miller,jill08@example.net,Haiti,2023-12-24,Basic,561.03
786,Ashley Diaz,diazgregory@example.net,Romania,2022-02-16,Standard,2770.38
787,Michael Harris,john17@example.net,Wallis and Futuna,2024-03-26,Basic,181.83
788,Shelby Warner,lukehurst@example.net,Pitcairn Islands,2022-12-31,Standard,150.96
789,Anthony Watson,htucker@example.org,Latvia,2022-06-02,Basic,691.68
790,Meghan Patel,shannon51@example.org,Uganda,2023-02-05,Standard,291.33
791,Anita Myers,keithfrye@example.org,Chad,2021-08-07,Standard,2826.14
792,Michael Crawford,abigailburton@example.com,Israel,2021-12-27,Standard,1554.86
793,Kimberly Anderson,robert04@example.org,Bahrain,2022-09-04,Standard,1125.6
794,Robert Conley,robert55@example.com,Nauru,2021-02-07,Premium,6418.02
795,Kerri Kelley,itorres@example.com,Chile,2022-12-02,Premium,10081.49
796,Cristina Watson,kayla02@example.com,Finland,2020-08-02,Standard,1817.28
797,Christopher Glass,ian22@example.org,Dominica,2021-07-08,Premium,9356.48
798,Xavier Andrews,lgreen@example.org,Monaco,2023-03-29,Premium,741.74
799,Mary Spence,nathanfernandez@example.org,Martinique,2021-04-09,Basic,132.46
800,Thomas Sullivan,dmack@example.com,Cape Verde,2020-11-14,Basic,78.36
801,Oscar Cantrell,deborah47@example.com,Western Sahara,2024-06-08,Basic,96.11
802,Wendy Estrada,hmorgan@example.net,Lesotho,2023-09-05,Standard,2037.76
803,Brenda Pierce,angel93@example.com,Guinea-Bissau,2024-06-06,Basic,94.65
804,Anthony Davidson,kimberlywang@example.org,Angola,2020-11-21,Standard,571.34
805,Samuel Rhodes,daughertypreston@example.com,Ghana,2020-01-08,Premium,9859.5
806,Kayla Brown,raymond65@example.com,Holy See (Vatican City State),2022-07-17,Premium,12272.91
807,Gregory Parker,fsawyer@example.org,Saint Lucia,2024-11-11,Standard,1886.94
808,Natalie Perry,zroberts@example.net,Ukraine,2020-08-22,Premium,11720.67
809,Steven Taylor,thomaskevin@example.net,Grenada,2023-08-22,Standard,331.18
810,Tyler Avila,smithdanielle@example.com,Israel,2021-07-24,Basic,124.76
811,Joel Bradley,jamescollier@example.com,Micronesia,2024-09-10,Premium,13364.57
812,Rodney Turner MD,dhansen@example.org,Anguilla,2020-06-16,Premium,5962.17
813,Brittany Evans,qmartinez@example.com,Israel,2022-04-30,Basic,614.95
814,Terry Newman,wilsonjoshua@example.org,Netherlands Antilles,2022-08-14,Standard,1177.35
815,Lauren Cunningham,courtney71@example.com,Malaysia,2021-11-11,Premium,1611.86
816,Alicia Green,thomassteven@example.net,Burkina Faso,2023-03-31,Basic,384.72
817,Anthony Ward,brandon48@example.net,Vietnam,2020-09-22,Basic,198.63
818,Cory Burton,georgegary@example.com,Tunisia,2020-06-25,Standard,950.69
819,Ryan Marsh,gina51@example.net,Mozambique,2024-03-03,Standard,2054.9
820,Charles Taylor,nathan76@example.com,Uruguay,2023-08-04,Standard,2266.53
821,Ashley Moore,mariepope@example.net,Nicaragua,2021-03-27,Premium,14911.76
822,Tiffany Mathis,butlersabrina@example.org,Svalbard & Jan Mayen Islands,2020-04-22,Standard,257.82
823,Alan Bailey,don79@example.net,Serbia,2024-11-17,Standard,2246.78
824,Carrie Torres,walkermelissa@example.org,Portugal,2024-02-17,Standard,1816.11
825,Calvin Anderson,colemankathryn@example.org,Belarus,2024-07-26,Basic,605.71
826,John Reynolds,danielmcguire@example.net,Nauru,2022-03-12,Premium,11227.94
827,Bryan King,turneralex@example.org,Slovenia,2023-03-30,Standard,2398.63
828,Lance Matthews,jackbell@example.org,Cameroon,2020-09-07,Standard,327.82
829,Teresa Rush,michael89@example.org,Madagascar,2022-11-27,Basic,516.07
830,Annette Lane,ricejennifer@example.com,Chile,2022-07-03,Standard,2482.9
831,Kimberly Beltran,glasssamantha@example.net,Lebanon,2020-10-06,Standard,786.89
832,Kevin Gonzales,whitemichael@example.com,Jamaica,2022-04-26,Standard,1522.91
833,Darren Rodriguez,david18@example.org,Lithuania,2022-08-10,Standard,1633.3
834,Michele Hawkins,millertristan@example.com,Finland,2021-04-02,Standard,1441.27
835,Noah Mcdaniel,aperez@example.com,Timor-Leste,2020-06-12,Basic,192.07
836,Scott Jacobson,xcrosby@example.org,American Samoa,2023-11-26,Standard,679.96
837,Mrs. Ashley Kim DDS,wilsonralph@example.net,Nauru,2023-06-01,Basic,40.4
838,Natalie Stafford,calvinhester@example.com,Cook Islands,2022-05-16,Basic,183.47
839,Wanda Martinez,rhardy@example.net,Seychelles,2024-05-09,Standard,1514.13
840,Denise Clarke,qkelly@example.net,Zambia,2021-10-08,Standard,881.37
841,John Ramirez,qrodriguez@example.com,Luxembourg,2023-08-02,Premium,13237.01
842,Tommy Johnson,greertyrone@example.org,Christmas Island,2022-10-21,Basic,434.98
843,Michael Hernandez,wolfdonna@example.net,Seychelles,2020-04-16,Standard,279.74
844,John Carter MD,amy88@example.org,Zambia,2021-06-08,Standard,496.33
845,Wanda Beard,reyesleonard@example.com,Kenya,2024-04-15,Premium,10413.78
846,Andrew Hawkins,nicole27@example.com,Burkina Faso,2022-10-22,Basic,39.73
847,James Gallagher,rkeller@example.net,Montserrat,2021-12-27,Standard,1025.34
848,Justin Moore,myerstroy@example.com,Nicaragua,2020-12-04,Standard,1027.34
849,Pamela Mitchell,johnsonbrandon@example.com,Guernsey,2020-10-03,Premium,3454.67
850,Lauren Hubbard,oscar65@example.com,Isle of Man,2024-10-17,Basic,50.02
851,Matthew Wright,brittany14@example.org,Guadeloupe,2024-07-01,Premium,2449.41
852,Joshua Johnson,abradley@example.com,Angola,2021-10-06,Premium,2335.44
853,Leah Odom,uhudson@example.net,Bolivia,2021-02-27,Basic,245.11
854,Ariel Leonard,tyler52@example.net,French Southern Territories,2022-01-14,Basic,73.38
855,Jeffrey Crawford,pittmanamanda@example.com,Estonia,2021-04-04,Standard,1554.93
856,Zachary Morales,claudiarubio@example.net,Tanzania,2023-01-09,Standard,323.59
857,Leslie Nelson,wsimmons@example.org,Pakistan,2023-06-24,Basic,227.77
858,Kathy Evans,james64@example.net,Malaysia,2024-04-25,Basic,769.1
859,Phillip White,burtonzachary@example.org,Morocco,2023-12-14,Standard,1358.88
860,Mr. Rodney Hurley III,umichael@example.net,Bahamas,2024-08-28,Standard,762.84
861,Helen Hernandez,juliecannon@example.com,Isle of Man,2021-06-21,Basic,289.03
862,Ronald Brown,meghanadams@example.com,Oman,2024-03-05,Basic,130.84
863,Michael Young,daniellee@example.org,South Georgia and the South Sandwich Islands,2023-04-27,Basic,391.52
864,Julie Castro,chenderson@example.org,Cayman Islands,2022-10-04,Standard,2565.05
865,Allen Clarke,donna20@example.net,Libyan Arab Jamahiriya,2024-12-16,Premium,13204.02
866,Amy Mosley,carolyn16@example.com,Paraguay,2023-08-25,Basic,587.76
867,Ann Hahn,joelduncan@example.net,Venezuela,2021-06-18,Basic,400.14
868,Matthew Carpenter,tyler13@example.net,British Virgin Islands,2023-03-19,Basic,790.04
869,Emily Collier,vshaffer@example.org,Vietnam,2022-10-09,Premium,12808.37
870,Charles Thompson,scott49@example.org,Liechtenstein,2024-10-18,Standard,2348.43
871,Melissa Rodriguez,pwells@example.com,Turkmenistan,2021-04-04,Basic,207.8
872,Brianna Alvarez,lori09@example.org,Tajikistan,2022-11-21,Premium,13193.87
873,Rebecca Brown,johnnycruz@example.net,Reunion,2022-11-15,Basic,181.95
874,Robert Martinez,miaprice@example.com,Vanuatu,2020-01-20,Standard,1270.82
875,Dawn Davis,kennethvillarreal@example.org,United States Virgin Islands,2020-03-26,Basic,448.7
876,Evan Burnett,rmccormick@example.org,Swaziland,2022-12-06,Basic,140.65
877,Katherine Mclaughlin,jennifer12@example.net,Eritrea,2024-05-24,Standard,744.75
878,Heather Guzman,shawn00@example.net,Norway,2020-07-10,Standard,1111.26
879,Jeremy Davidson,moralescourtney@example.com,Morocco,2020-01-10,Standard,2108.12
880,Christopher Black,melaniejennings@example.com,Korea,2020-01-26,Standard,818.41
881,Nicholas Green,lauren31@example.com,Heard Island and McDonald Islands,2023-03-23,Standard,1071.21
882,Shawn Duffy,andrewjohnson@example.net,Oman,2021-10-04,Standard,1584.31
883,Crystal Davis,sgonzalez@example.org,Australia,2022-07-13,Basic,119.51
884,Jeffrey Green,rubiogeorge@example.net,British Indian Ocean Territory (Chagos Archipelago),2024-04-19,Standard,1088.11
885,Joseph Ayala,fwilcox@example.org,Czech Republic,2020-06-27,Premium,1141.36
886,Cheryl Atkins,keith76@example.org,Jersey,2023-06-18,Standard,2506.94
887,Lindsay Carney,jessica36@example.org,Ireland,2024-07-15,Standard,1862.15
888,Alyssa Cherry,christinesolomon@example.com,Myanmar,2024-10-23,Premium,14369.37
889,Judith Smith,monicamccann@example.com,Poland,2023-03-06,Premium,6517.96
890,James Henderson,charles80@example.org,Grenada,2022-01-24,Standard,408.12
891,Kaitlin Gomez,smithwilliam@example.com,Gabon,2022-11-02,Standard,809.06
892,Megan Anderson,carpenterjorge@example.net,Lithuania,2020-03-05,Basic,382.5
893,Sherry Anderson,jennifer62@example.com,Brazil,2022-07-22,Standard,730.97
894,William Porter,julie64@example.com,New Zealand,2022-07-16,Premium,9385.68
895,Tammy Black,ustafford@example.net,Liechtenstein,2021-05-15,Basic,260.97
896,Brittany Farrell,jbrown@example.org,Denmark,2020-11-27,Basic,156.57
897,John Martin,fgraham@example.org,Kenya,2021-05-10,Standard,1598.06
898,Michael Washington,urodriguez@example.org,British Virgin Islands,2023-06-26,Standard,2234.69
899,Dalton Mitchell,karencarson@example.net,Uganda,2020-10-04,Premium,6667.75
900,Christy Bolton,foxashley@example.com,Uruguay,2020-04-14,Standard,2904.18
901,Randy Rhodes,anthony16@example.com,Nauru,2020-06-15,Standard,1313.3
902,Ashley Morris,millermariah@example.net,Lesotho,2020-04-07,Standard,217.15
903,Tyler Wheeler,,Zambia,2022-02-05,Premium,7206.63
904,Travis Cooke,jasonwilliams@example.net,Finland,2020-09-24,Standard,556.79
905,Anthony Jones,qdavis@example.org,Dominican Republic,2024-03-18,Basic,738.19
906,Sharon Davis,frankchan@example.com,Oman,2022-08-05,Standard,681.18
907,Martha Martinez,vowen@example.com,United Kingdom,2023-12-07,Standard,2493.3
908,Bonnie Wade,william77@example.com,Lebanon,2020-07-14,Premium,7173.91
909,Kyle Davis,nshepherd@example.org,Jordan,2023-02-10,Standard,987.76
910,Anna Palmer,prhodes@example.net,Rwanda,2024-05-31,Standard,1919.84
911,Jon Soto,robertssamuel@example.com,French Southern Territories,2023-05-25,Basic,137.36
912,Carl Leach,alexandraphillips@example.org,Micronesia,2024-08-13,Basic,640.58
913,Andrew Rodriguez,dgutierrez@example.net,Saint Helena,2022-04-22,Basic,650.36
914,Dawn Scott,mackallen@example.net,Panama,2023-02-27,Basic,136.55
915,Richard Cameron,millernancy@example.com,Germany,2023-09-02,Basic,103.07
916,Jordan Santiago,matthew23@example.org,Belgium,2022-03-04,Basic,768.07
917,Lindsey Savage,hamiltonandrew@example.com,Brazil,2024-03-21,Premium,1449.51
918,Matthew Stevens,vmelton@example.net,Saint Kitts and Nevis,2020-04-24,Premium,13523.26
919,Mr. William Ward,fballard@example.org,Burkina Faso,2020-08-18,Standard,1831.36
920,Brian Smith,micheleclark@example.net,Cameroon,2021-07-03,Standard,933.68
921,,christophercarrillo@example.org,Lebanon,2021-08-19,Premium,3290.81
922,Bruce Barrera,emaynard@example.org,Tokelau,2023-03-31,Basic,367.1
923,David Phillips,awilliams@example.org,Norfolk Island,2021-10-08,Standard,1067.56
924,Jessica Perry,mmclaughlin@example.net,Micronesia,2022-09-01,Standard,829.93
925,Mrs. Jennifer Palmer DDS,dhall@example.net,Andorra,2021-08-24,Premium,10739.09
926,Ethan Brown,,Nigeria,2020-09-13,Standard,588.02
927,Hannah Terry,martinjessica@example.com,Guatemala,2022-04-05,Premium,5385.18
928,Jordan Matthews,sandra72@example.com,Saint Kitts and Nevis,2021-06-17,Basic,363.49
929,Toni Whitaker,laura29@example.org,Finland,2023-10-21,Standard,1341.04
930,Angelica Webb,jamesobrien@example.org,South Africa,2023-07-07,Basic,696.87
931,Xavier Torres,angelakidd@example.com,Turkmenistan,2022-08-15,Standard,2531.61
932,Michael Thompson,romanmatthew@example.org,Niger,2023-05-26,Standard,2177.43
933,Justin Tucker,kristen08@example.com,Ukraine,2022-03-25,Standard,2935.99
934,Michael Robertson,mccarthysara@example.com,South Georgia and the South Sandwich Islands,2020-09-28,Basic,629.27
935,Ryan Rodriguez,harringtonchelsea@example.org,Swaziland,2024-12-14,Basic,132.18
936,Katie Jackson,pittsrhonda@example.org,Saint Lucia,2022-11-12,Standard,600.77
937,Jeremy Hunter,mooremichael@example.org,British Virgin Islands,2024-09-08,Basic,332.96
938,Jessica Perry,sanchezlisa@example.com,France,2023-01-27,Premium,10299.96
939,Angela Watson,qward@example.org,Canada,2022-11-03,Basic,410.28
940,Kendra Cobb,lauriegutierrez@example.com,Ukraine,2021-11-11,Premium,3225.39
941,Samuel Norton,sherry72@example.org,Saint Barthelemy,2020-03-20,Standard,319.37
942,Terri Miller,richard26@example.org,India,2020-10-10,Basic,655.71
943,Mary May,levinetina@example.net,Turkey,2020-11-29,Premium,14233.55
944,Elizabeth Morales,jennifer55@example.org,Sweden,2022-10-11,Standard,2273.51
945,Joseph Knapp,ngriffin@example.net,Nigeria,2023-03-17,Standard,1576.27
946,Marissa Terry,trowe@example.org,Argentina,2023-11-05,Standard,2464.82
947,Jean Higgins,abigailfernandez@example.org,Bermuda,2021-11-25,Basic,577.39
948,Emily Peterson,andrewzamora@example.net,Nauru,2024-09-17,Basic,84.47
949,Ronnie Torres,hbenitez@example.net,Bahamas,2022-09-14,Basic,96.35
950,Debbie Romero,williamsdebra@example.org,Kiribati,2023-04-04,Standard,323.95
951,Norman Chavez,lindazhang@example.net,Rwanda,2021-10-16,Standard,2520.88
952,Lori Ferguson,michaelmitchell@example.net,Montserrat,2023-06-19,Standard,560.64
953,Michelle Stone,danielblack@example.org,Swaziland,2021-04-16,Standard,2670.92
954,Jordan Thomas,fpoole@example.org,Bahamas,2020-05-15,Premium,2417.04
955,Carlos Lewis,woodalicia@example.net,Monaco,2020-11-13,Basic,576.84
956,Jennifer Baker,cfields@example.net,Venezuela,2020-03-05,Basic,678.17
957,Monique Butler,drewmartinez@example.net,Kuwait,2021-04-06,Basic,431.94
958,Michael Boyer,bensonstanley@example.org,San Marino,2022-07-28,Standard,1076.9
959,Justin Dorsey,guzmanricky@example.org,Heard Island and McDonald Islands,2022-02-24,Standard,2290.17
960,Amanda Hernandez,kevin54@example.com,Libyan Arab Jamahiriya,2021-03-11,Standard,2562.92
961,Charles Bowers,twilliams@example.com,Cuba,2021-08-27,Standard,894.08
962,Patrick Smith,carlos06@example.com,Montserrat,2021-08-09,Standard,876.6
963,Jesse Morgan,ualvarez@example.net,Bulgaria,2023-09-02,Premium,4575.59
964,Kathy Murray,jcontreras@example.net,Greece,2020-04-02,Premium,871.94
965,Mario Hanson,zhall@example.com,Mauritius,2022-02-04,Basic,204.74
966,Michael Ramos,debbie20@example.net,Norfolk Island,2023-12-11,Standard,2101.45
967,Michelle Hoffman,schneiderchristopher@example.net,Mauritius,2022-04-27,Basic,669.97
968,Amy Hudson,karenshaw@example.org,British Indian Ocean Territory (Chagos Archipelago),2022-09-19,Premium,14425.49
969,Kim Rivers,kristin39@example.com,Belize,2023-11-25,Standard,356.19
970,Lisa Morales,henrysarah@example.com,Jordan,2021-11-02,Standard,2273.97
971,Alexander Rice,hscott@example.org,Mauritius,2021-10-09,Standard,746.59
972,Charles Scott,moorestephanie@example.net,Chile,2020-02-08,Premium,1272.13
973,Tyrone White,evanscorey@example.org,Isle of Man,2020-04-24,Premium,576.81
974,Deanna David,williamsjohn@example.net,Namibia,2024-06-28,Basic,394.19
975,Jordan Gordon,adamslucas@example.net,Ireland,2023-05-28,Standard,1992.96
976,Allen Schultz,adamstabitha@example.net,Bolivia,2022-02-13,Standard,940.26
977,Justin Glover,ashley71@example.net,Macao,2023-05-30,Standard,2229.6
978,Walter Brooks,kimberlymedina@example.com,United States Minor Outlying Islands,2024-05-15,Standard,1353.65
979,Amanda Hess,denise20@example.org,Venezuela,2023-10-31,Standard,2466.08
980,Denise King,okidd@example.org,Myanmar,2021-10-16,Premium,11477.37
981,Diana Martin,turnerrandall@example.org,Switzerland,2021-07-30,Basic,273.1
982,Justin Ramirez,gclark@example.com,Turks and Caicos Islands,2021-12-29,Basic,31.11
983,Grace Green,qnelson@example.com,Guam,2020-01-22,Basic,43.13
984,Tyler Murphy,not-an-email,Albania,2020-05-29,Standard,170.8
985,Megan Gutierrez,ifarmer@example.org,Solomon Islands,2023-10-13,Premium,12928.56
986,Marilyn Ryan,wchambers@example.com,Sweden,2020-10-06,Basic,638.53
987,Jasmine Combs,martinezmitchell@example.org,Kenya,2023-11-16,Standard,1909.02
988,Patrick Chang,james94@example.net,Cyprus,2024-03-24,Premium,9548.91
989,Johnny Cox,trevor93@example.org,Congo,2021-11-27,Standard,2127
990,Miss Ashley Ramirez,mjackson@example.net,Saint Vincent and the Grenadines,2020-08-14,Basic,224.02
991,Melanie Cunningham,chapmanjulie@example.org,Eritrea,2023-11-09,Standard,2868.7
992,Savannah Ibarra,james08@example.net,El Salvador,2022-08-06,Basic,696.49
993,Sonya Smith,pdavidson@example.org,Timor-Leste,2022-05-17,Basic,589.32
994,Jessica Carney,david87@example.com,Guyana,2021-03-02,Standard,401.86
995,Amanda Griffith,ramirezrobert@example.com,Germany,2023-06-04,Basic,22.54
996,Cory Miller,mooneyjeremiah@example.net,Jamaica,2020-02-18,Standard,593.71
997,Sylvia Gonzalez,lance10@example.com,Jersey,2022-01-01,Standard,1153.59
998,Leslie Sims,mary31@example.com,Dominican Republic,2023-06-23,Premium,731.17
999,Sandra Underwood,sherryparsons@example.net,Kazakhstan,2022-05-11,Basic,426.7
1000,Lori Riley,villegassabrina@example.com,Germany,2024-12-10,Standard,1242.25
1001,Melissa Patton,ellisonscott@example.com,New Zealand,2023-11-03,Premium,8039.58
1002,Andrea Byrd,phillipspatrick@example.org,Niger,2022-08-05,Standard,1463.69
1003,Crystal Greene,chavezsteven@example.com,Turkmenistan,2023-12-25,Premium,13341.59
1004,Ashley Curtis,gibsonmark@example.org,Botswana,2023-01-24,Premium,4874.85
1005,Kurt Jones,rebeccamartinez@example.net,Equatorial Guinea,2021-07-04,Standard,110.57
1006,John Oliver,johnrobles@example.org,Brunei Darussalam,2022-06-08,Standard,2593.46
1007,Jeffrey Moyer,larry82@example.org,Latvia,2023-01-03,Basic,217.04
1008,Grant Wood,holmesdiane@example.org,Azerbaijan,2021-07-12,Standard,2992.86
1009,Robert Hansen,hendersonjames@example.org,Northern Mariana Islands,2024-08-14,Basic,98.43
1010,Rachel Peterson,dneal@example.net,Puerto Rico,2022-12-03,Standard,870.02
1011,Kenneth Mccarty,robert21@example.com,Turkey,2023-05-30,Standard,2959.57
1012,Amanda Robinson,fowlerheather@example.com,Nigeria,2021-10-07,Standard,1348.8
1013,John Tate,lindsay63@example.com,Colombia,2022-01-29,Standard,1752.22
1014,Adriana Smith,anthony12@example.com,Kazakhstan,2021-02-24,Basic,323.81
1015,Kevin Cannon,hesterjames@example.com,China,2023-03-24,Standard,2596.67
1016,Dennis Thompson,gregorysmith@example.com,United States Minor Outlying Islands,2020-04-10,Premium,727.47
1017,Ronald Taylor,morganjason@example.com,Dominican Republic,2022-08-04,Standard,2396.39
1018,Jaime Jackson,ejohns@example.org,Cambodia,2024-06-29,Basic,60.66
